"co_id","deal_id","co_name","co_hq","co_city","co_state","co_verticals","deal_date","deal_vintage","deal_number","deal_series","deal_vc_round","deal_type","deal_premoney","deal_postmoney","deal_size","deal_pct_acq","deal_investor_count","investor_id","investor_name","investor_gp_id","investor_gp","fund_id","fund_name"
"14769-82","61603-48T","Sataria Acquisitions","Indianapolis, IN","Indianapolis","IN","{Industrials}","2015-01-31",2015,2,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"94430-17","76777-75T","Satchel Health","Nashville, TN","Nashville","TN","{HealthTech,SaaS,TMT}","2017-11-30",2017,2,,"1st Round","Seed Round",2,4,2,,1,"{63711-28}","{""NueCura Partners""}","{""63711-28-Donald Lazas""}","{""Donald Lazas""}","{}","{}"
"94430-17","121935-25T","Satchel Health","Nashville, TN","Nashville","TN","{HealthTech,SaaS,TMT}","2019-08-06",2019,3,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"94430-17","39428-11T","Satchel Health","Nashville, TN","Nashville","TN","{HealthTech,SaaS,TMT}","2014-07-01",2014,1,,,"Accelerator/Incubator",,,0.01,,2,"{54677-62,51005-26}","{""Jumpstart Health Investors"",""TriStar Health Partners""}","{""54677-62-Vic Gatto"",""51005-26-Christopher Rand""}","{""Vic Gatto"",""Christopher Rand""}","{13396-60F}","{""TriStar Technology Fund II""}"
"447912-82","184364-56T","Satec (New Jersey)","Union, NJ","Union","NJ","{}","2020-02-26",2020,1,,,"Debt - General",,,1.8,,,"{}","{}","{}","{}","{}","{}"
"344047-51","142963-75T","Satellite Affordable Housing Associates","Berkeley, CA","Berkeley","CA","{}","2020-04-10",2020,1,,,"Debt - PPP",,,1.59,,,"{}","{}","{}","{}","{}","{}"
"167149-81","77107-78T","Satic","Missoula, MT","Missoula","MT","{CleanTech,Industrials,Manufacturing,TMT}",,,1,,"1st Round","Early Stage VC",,,,,1,"{87328-09}","{""Goodworks Ventures""}","{87328-09-None}","{NULL}","{}","{}"
"335825-56","165743-74T","Sunrise Dental Care","Geneva, IL","Geneva","IL","{}","2018-12-03",2018,1,,,"Buyout/LBO",,,,100,2,"{111233-62,41691-43}","{""Great Lakes Dental Partners"",""Shore Capital Partners""}","{""111233-62-Roger Murray"",""41691-43-Justin Ishbia""}","{""Roger Murray"",""Justin Ishbia""}","{14585-32F}","{""Shore Capital Partners Fund I""}"
"114273-91","50578-30T","Sunrise Farms","Catskill, NY","Catskill","NY","{}","2015-05-05",2015,1,,,"Merger/Acquisition",,9.56,9.56,100,1,"{41427-91}","{""Charles River Laboratories (NYS: CRL)""}","{""41427-91-Thomas Ackerman""}","{""Thomas Ackerman""}","{}","{}"
"54024-04","20834-83T","Sunrise Foods","Albertville, AL","Albertville","AL","{Industrials}","2012-03-09",2012,1,,,"Buyout/LBO",,,,100,2,"{11978-92,10097-56}","{""Albertville Quality Foods"",""H.I.G. Capital""}","{11978-92-None,""10097-56-Richard Stokes""}","{NULL,""Richard Stokes""}","{13031-11F}","{""H.I.G. Growth Buyouts & Equity Fund II""}"
"54275-23","40521-07T","SUNRx","Bensalem, PA","Bensalem","PA","{HealthTech,TMT}","2012-11-20",2012,2,,,"Merger/Acquisition",,,,100,1,"{54275-14}","{""MedImpact HealthCare Systems""}","{54275-14-None}","{NULL}","{}","{}"
"455190-67","161198-47T","Sunset Bank & Savings","Waukesha, WI","Waukesha","WI","{}","2021-04-16",2021,1,,,"Merger/Acquisition",,,,100,1,"{42261-13}","{""PSB Holdings (Wisconsin) (PINX: PSBQ)""}","{""42261-13-Scott Cattanach""}","{""Scott Cattanach""}","{}","{}"
"55201-60","25720-75T","Sunset Direct","Austin, TX","Austin","TX","{SaaS,TMT}","2005-02-11",2005,2,,,"Merger/Acquisition",,3.5,3.5,100,1,"{41203-00}","{""Rainmaker Systems (PINX: VCTL)""}","{""41203-00-Michael Silton""}","{""Michael Silton""}","{}","{}"
"165885-85","74819-80T","Sunshine State Tag Agency","Bradenton, FL","Bradenton","FL","{TMT}","2016-01-01",2016,1,,,"Buyout/LBO",,23,23,100,5,"{99198-28,60036-76,11204-11,12117-25,11332-99}","{""Aldrich Capital Partners"",""Bregal Sagemount"",""Goldman Sachs Merchant Banking Division"",""Verra Mobility (NAS: VRRM)"",""W Capital Partners""}","{99198-28-None,60036-76-None,11204-11-None,12117-25-None,""11332-99-David Wachter""}","{NULL,NULL,NULL,NULL,""David Wachter""}","{14789-35F,16898-77F,11448-82F}","{""Aldrich Growth Equity Fund"",""Bregal Sagemount III"",""W Capital Partners Fund II""}"
"12092-14","11263-69T","SunSource","Addison, IL","Addison","IL","{Industrials}","2001-09-27",2001,2,,,"Buyout/LBO",,71.48,71.48,100,1,"{10041-58}","{""Allied Capital""}","{""10041-58-William Walton""}","{""William Walton""}","{}","{}"
"12092-14","19391-14T","SunSource","Addison, IL","Addison","IL","{Industrials}","2011-10-17",2011,4,,,"Buyout/LBO",,,,100,3,"{10215-64,10156-51,51629-23}","{""Easton Capital Investment Group"",""Littlejohn & Co."",""Rotunda Capital Partners""}","{10215-64-None,""10156-51-Brian Ramsay"",51629-23-None}","{NULL,""Brian Ramsay"",NULL}","{12707-20F,12433-78F}","{""Easton Capital Partners II"",""Littlejohn Fund IV""}"
"12092-14","96687-46T","SunSource","Addison, IL","Addison","IL","{Industrials}","2017-12-11",2017,7,,,"Buyout/LBO",,,,100,1,"{10040-05}","{""Clayton, Dubilier & Rice""}","{""10040-05-Nathan Sleeper""}","{""Nathan Sleeper""}","{15713-20F}","{""Clayton, Dubilier & Rice Fund X""}"
"12092-14","11126-98T","SunSource","Addison, IL","Addison","IL","{Industrials}","2006-05-01",2006,3,,,"Buyout/LBO",,180,180,100,1,"{10093-60}","{""CHS Capital""}","{""10093-60-David Hawkins""}","{""David Hawkins""}","{11386-99F}","{""CHS Fund IV""}"
"10173-07","116244-10T","SunTrust Bank","Atlanta, GA","Atlanta","GA","{}","2019-12-06",2019,2,,,"Merger/Acquisition",,33547,33547,100,1,"{40782-70}","{""Truist (NYS: TFC)""}","{""40782-70-Kelly King""}","{""Kelly King""}","{}","{}"
"63595-63","130417-21T","Laurel & Wolf","Los Angeles, CA","LosAngeles","CA","{SaaS,TMT}","2019-03-05",2019,4,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"63595-63","34344-01T","Laurel & Wolf","Los Angeles, CA","LosAngeles","CA","{SaaS,TMT}","2014-04-28",2014,1,,,"Seed Round",,,,,,"{119536-66,119536-93,119537-11,115006-15,56010-97,119536-57,119537-02,112448-17,106123-24,115011-01,119095-39,51755-50}","{""Annie Kadavy"",""Billy Draper"",""Craig Reynolds"",""David Segura"",""Draper Associates"",""Eric Sikola"",""Ethan Davidoff"",""John Rudolph"",""Paige Craig"",""Paul Strachman"",""Tianxiang Zhuo"",""Wavemaker Partners""}","{""119536-66-Annie Kadavy"",""119536-93-Billy Draper"",""119537-11-Craig Reynolds"",""115006-15-David Segura"",56010-97-None,""119536-57-Eric Sikola"",""119537-02-Ethan Davidoff"",""112448-17-John Rudolph"",""106123-24-Paige Craig"",""115011-01-Paul Strachman"",""119095-39-Tianxiang Zhuo"",51755-50-None}","{""Annie Kadavy"",""Billy Draper"",""Craig Reynolds"",""David Segura"",NULL,""Eric Sikola"",""Ethan Davidoff"",""John Rudolph"",""Paige Craig"",""Paul Strachman"",""Tianxiang Zhuo"",NULL}","{}","{}"
"124220-62","57610-36T","Lava Cantina The Colony","Frisco, TX","Frisco","TX","{}","2015-09-16",2015,1,,,"Angel (individual)",,,1.42,,,"{}","{}","{}","{}","{}","{}"
"265326-49","170027-92T","Lavabit","Dallas, TX","Dallas","TX","{SaaS}",,,3,,,"Later Stage VC",,,,,,"{268430-05}","{Sfventures}","{268430-05-None}","{NULL}","{}","{}"
"265326-49","170027-65T","Lavabit","Dallas, TX","Dallas","TX","{SaaS}","2017-02-11",2017,1,,,"Product Crowdfunding",,,0.21,,,"{}","{}","{}","{}","{}","{}"
"365458-15","151829-92T","Lavallee/Brensinger Professional Association","Manchester, NH","Manchester","NH","{}","2020-05-03",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"240298-66","147465-37T","Lavista Associates","Atlanta, GA","Atlanta","GA","{}","2020-04-07",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"264629-08","158632-93T","Lavle","Burlington, WA","Burlington","WA","{CleanTech}","2020-10-28",2020,2,,,"Angel (individual)",,,5,,,"{443269-63}","{""Ocean Zero""}","{""443269-63-Chris Anderson""}","{""Chris Anderson""}","{}","{}"
"264629-08","115427-53T","Lavle","Burlington, WA","Burlington","WA","{CleanTech}","2018-04-05",2018,1,,,"Joint Venture",,,,,,"{264630-88,264631-06}","{""3DOM (Japan)"",""Ockerman Automation""}","{""264630-88-Jason Nye"",264631-06-None}","{""Jason Nye"",NULL}","{}","{}"
"456511-87","162617-14T","Law Office of Sean M. Wilson","Charleston, SC","Charleston","SC","{}","2020-03-10",2020,1,,,"Debt - General",,,1.66,,,"{}","{}","{}","{}","{}","{}"
"375971-77","146947-51T","Law Offices of Armstrong and Sigel","Los Angeles, CA","LosAngeles","CA","{}","2020-04-27",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"456510-43","162615-79T","Law Offices of David W. Clark","Wheaton, IL","Wheaton","IL","{}","2014-10-15",2014,1,,,"Debt - General",,,0.1,,,"{}","{}","{}","{}","{}","{}"
"484632-91","184523-59T","Agria (Cultivation)","Lynchburg, VA","Lynchburg","VA","{AgTech,""LOHAS & Wellness""}","2020-07-09",2020,1,,,"Angel (individual)",,,0.33,,,"{}","{}","{}","{}","{}","{}"
"55618-75","120760-93T","Skillz ( Entertainment Software) (NYS: SKLZ)","San Francisco, CA","SanFrancisco","CA","{eSports,Gaming,TMT}","2019-02-14",2019,10,,,"Debt - General",,,31,,,"{}","{}","{}","{}","{}","{}"
"55618-75","142548-31T","Skillz ( Entertainment Software) (NYS: SKLZ)","San Francisco, CA","SanFrancisco","CA","{eSports,Gaming,TMT}","2020-05-15",2020,12,"Series E","8th Round","Later Stage VC",,,,,8,"{62942-95,55747-99,287585-38,85856-68,55879-21,170957-26,51662-62,54650-62}","{""Azoic Ventures"",""Founders Circle Capital"",""Griffin Gaming Partners"",""Harvest Growth Capital"",OurCrowd,PROOF,""Sand Hill Angels"",""Telstra Ventures""}","{62942-95-None,55747-99-None,""287585-38-Nicholas Tuosto"",85856-68-None,55879-21-None,170957-26-None,""51662-62-Rajan Perkash"",""54650-62-Yash Patel""}","{NULL,NULL,""Nicholas Tuosto"",NULL,NULL,NULL,""Rajan Perkash"",""Yash Patel""}","{16763-77F,16633-63F,17638-30F}","{""Griffin Gaming Partners"",""PROOF Fund II"",""Telstra Ventures Fund II Sidecar""}"
"55618-75","155488-24T","Skillz ( Entertainment Software) (NYS: SKLZ)","San Francisco, CA","SanFrancisco","CA","{eSports,Gaming,TMT}","2020-12-16",2020,13,,,"Reverse Merger",2810,3500,690,,1,"{433077-49}","{""Flying Eagle Acquisition""}","{""433077-49-Harry Sloan""}","{""Harry Sloan""}","{}","{}"
"55618-75","160378-66T","Skillz ( Entertainment Software) (NYS: SKLZ)","San Francisco, CA","SanFrancisco","CA","{eSports,Gaming,TMT}","2018-05-01",2018,7,,,"Debt - General",,,3.5,,,"{}","{}","{}","{}","{}","{}"
"55618-75","166474-63T","Skillz ( Entertainment Software) (NYS: SKLZ)","San Francisco, CA","SanFrancisco","CA","{eSports,Gaming,TMT}","2020-12-16",2020,14,,,"PIPE",,,158.5,,4,"{96060-25,10923-58,14768-38,13346-29}","{""Fidelity Management & Research"",""Franklin Templeton (NYS: BEN)"",""Neuberger Berman"",""Wellington Management""}","{96060-25-None,10923-58-None,14768-38-None,13346-29-None}","{NULL,NULL,NULL,NULL}","{}","{}"
"55618-75","22764-61T","Skillz ( Entertainment Software) (NYS: SKLZ)","San Francisco, CA","SanFrancisco","CA","{eSports,Gaming,TMT}","2012-11-15",2012,1,,"1st Round","Seed Round",,,0.5,,3,"{11132-20,233777-44,51097-51}","{""Atlas Venture"",""KBW Ventures"",""NextView Ventures""}","{11132-20-None,233777-44-None,""51097-51-Lee Hower""}","{NULL,NULL,""Lee Hower""}","{11712-79F,13018-33F}","{""Atlas Venture Fund VII"",""NextView Ventures Fund I""}"
"93440-08","39980-62T","Skimo TV","Sunnyvale, CA","Sunnyvale","CA","{TMT}","2014-01-13",2014,1,,,"Accelerator/Incubator",,,,,1,"{54172-81}","{""Plug and Play Tech Center""}","{54172-81-None}","{NULL}","{}","{}"
"354839-05","151768-18T","Skin Actives Scientific","Gilbert, AZ","Gilbert","AZ","{}","2020-04-28",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"25198-75","77933-17T","Skinner Nurseries","Jacksonville, FL","Jacksonville","FL","{Industrials}","2013-09-16",2013,2,,,"Bankruptcy: Liquidation",,,,,,"{}","{}","{}","{}","{}","{}"
"187671-97","155218-69T","Skinner Waste Solutions","Jacksonville, FL","Jacksonville","FL","{CleanTech,Industrials,TMT}","2020-04-27",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"92308-69","59695-03T","Skipjump","New Rochelle, NY","NewRochelle","NY","{TMT}","2009-01-01",2009,1,,"1st Round","Seed Round",,,0.02,,,"{}","{}","{}","{}","{}","{}"
"134294-95","185387-77T","Skiplagged","New York, NY","NewYork","NY","{Industrials}","2021-12-17",2021,1,,"1st Round","Later Stage VC",,,,,1,"{50980-69}","{""Lerer Hippeau Ventures""}","{50980-69-None}","{NULL}","{16180-39F}","{""Lerer Hippeau Ventures VI""}"
"95186-89","55387-99T","Skoodat","Chattanooga, TN","Chattanooga","TN","{EdTech,SaaS,TMT}","2008-11-04",2008,1,,"1st Round","Seed Round",,,2,,,"{}","{}","{}","{}","{}","{}"
"359315-56","149346-10T","Skook Auto Sales","Schuylkill Haven, PA","SchuylkillHaven","PA","{}","2020-04-13",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"86505-58","52361-56T","Counselytics","New York, NY","NewYork","NY","{""Artificial Intelligence & Machine Learning"",""Big Data"",TMT}","2015-03-01",2015,3,,,"Seed Round",,,1.15,,,"{24981-04,85634-56,53858-62,52370-29,106182-91}","{Compound,CoVenture,""Formation 8"",""Great Oaks Venture Capital"",""Matt Humphrey""}","{24981-04-None,85634-56-None,53858-62-None,52370-29-None,""106182-91-Matt Humphrey""}","{NULL,NULL,NULL,NULL,""Matt Humphrey""}","{}","{}"
"86505-58","52363-72T","Counselytics","New York, NY","NewYork","NY","{""Artificial Intelligence & Machine Learning"",""Big Data"",TMT}","2013-12-29",2013,2,,,"Angel (individual)",,,,,,"{}","{}","{}","{}","{}","{}"
"86505-58","52361-47T","Counselytics","New York, NY","NewYork","NY","{""Artificial Intelligence & Machine Learning"",""Big Data"",TMT}","2013-09-01",2013,1,,,"Seed Round",,,0.1,,,"{}","{}","{}","{}","{}","{}"
"229370-77","150149-89T","Country Bob's","Centralia, IL","Centralia","IL","{Manufacturing}","2020-04-13",2020,1,,,"Debt - PPP",,,0.16,,,"{}","{}","{}","{}","{}","{}"
"384779-26","146967-22T","Country Club At DC Ranch","Scottsdale, AZ","Scottsdale","AZ","{}","2020-04-28",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"371138-86","143639-92T","Country Club Autorepair","Lake Charles, LA","LakeCharles","LA","{}","2020-04-16",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"362625-49","146462-68T","Country Club of Decatur","Decatur, IL","Decatur","IL","{}","2020-06-29",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"345932-20","150534-19T","Countrywide Sanitation","Grand Forks, ND","GrandForks","ND","{}","2020-04-04",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"237664-99","154840-51T","County Draperies","Middletown, NY","Middletown","NY","{}","2020-04-28",2020,2,,,"Debt - PPP",,,0.6,,,"{}","{}","{}","{}","{}","{}"
"237664-99","130730-14T","County Draperies","Middletown, NY","Middletown","NY","{}","2008-06-26",2008,1,,,"Grant",,,0.15,,,"{53676-64}","{""Empire State Development""}","{53676-64-None}","{NULL}","{}","{}"
"344352-70","143895-25T","County Glass and Metal Installers","Hackensack, NJ","Hackensack","NJ","{}","2020-05-15",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"317367-64","144693-64T","County Line Church","Auburn, IN","Auburn","IN","{}","2020-04-11",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"352192-69","146578-78T","County Line Ornamental and Tree","Mount Dora, FL","MountDora","FL","{}","2020-04-15",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"120369-52","91602-91T","Coupofy","US","Unknown","US","{TMT}",,,2,,,"Accelerator/Incubator",,,,,,"{183846-88}","{""Potential Asia""}","{183846-88-None}","{NULL}","{}","{}"
"120369-52","91600-21T","Coupofy","US","Unknown","US","{TMT}",,,1,,,"Angel (individual)",,,,,,"{113166-01}","{""Doug Scott""}","{""113166-01-Doug Scott""}","{""Doug Scott""}","{}","{}"
"56226-07","68752-45T","Coupon Doc","New York, NY","NewYork","NY","{TMT}","2012-01-01",2012,1,,,"Accelerator/Incubator",,,,,,"{52264-18}","{Healthbox}","{52264-18-None}","{NULL}","{}","{}"
"56226-07","68755-60T","Coupon Doc","New York, NY","NewYork","NY","{TMT}",,,3,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"56226-07","24868-54T","Coupon Doc","New York, NY","NewYork","NY","{TMT}",,,2,,,"Early Stage VC",,,0.25,,,"{52370-29,52264-18,42156-01,10326-34}","{""Great Oaks Venture Capital"",Healthbox,""Sandbox Industries"",""Walgreens Boots Alliance (NAS: WBA)""}","{52370-29-None,52264-18-None,42156-01-None,10326-34-None}","{NULL,NULL,NULL,NULL}","{}","{}"
"83266-48","38754-91T","CouponCloud","Kansas City, MO","KansasCity","MO","{E-Commerce,TMT}","2014-01-01",2014,2,,,"Accelerator/Incubator",,,,,,"{56004-22}","{SparkLabKC}","{""56004-22-Kevin Fryer""}","{""Kevin Fryer""}","{}","{}"
"83266-48","45272-89T","CouponCloud","Kansas City, MO","KansasCity","MO","{E-Commerce,TMT}","2015-02-04",2015,3,,,"Corporate",,,,,,"{10501-03}","{""DST Systems""}","{""10501-03-Nick Doyle""}","{""Nick Doyle""}","{}","{}"
"83266-48","131262-13T","CouponCloud","Kansas City, MO","KansasCity","MO","{E-Commerce,TMT}","2016-06-01",2016,4,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"83266-48","38754-10T","CouponCloud","Kansas City, MO","KansasCity","MO","{E-Commerce,TMT}","2013-09-01",2013,1,,,"Angel (individual)",,,0.1,,,"{431279-38,431279-20}","{""Jonny Knot"",""Matthew Simrell""}","{431279-38-None,431279-20-None}","{NULL,NULL}","{}","{}"
"54620-02","21638-44T","CoupSmart","Cincinnati, OH","Cincinnati","OH","{""Marketing Tech"",TMT}","2012-08-31",2012,2,"Series A",,"Early Stage VC",,,1,,,"{119867-32,51256-90,433323-91}","{""Mark Dawes"",""Queen City Angels"",""Vance VanDrake""}","{""119867-32-Mark Dawes"",51256-90-None,433323-91-None}","{""Mark Dawes"",NULL,NULL}","{}","{}"
"54620-02","49863-70T","CoupSmart","Cincinnati, OH","Cincinnati","OH","{""Marketing Tech"",TMT}","2014-12-18",2014,4,"Series A",,"Early Stage VC",3.2,4,0.8,,,"{42209-65,51256-90,53407-63}","{""Ohio Tech Angels"",""Queen City Angels"",""Rev1 Ventures""}","{42209-65-None,51256-90-None,""53407-63-Parker MacDonell""}","{NULL,NULL,""Parker MacDonell""}","{}","{}"
"54620-02","62997-49T","CoupSmart","Cincinnati, OH","Cincinnati","OH","{""Marketing Tech"",TMT}","2013-10-01",2013,3,"Series A",,"Early Stage VC",1.5,1.59,0.14,,,"{51256-90}","{""Queen City Angels""}","{51256-90-None}","{NULL}","{}","{}"
"54620-02","133731-64T","CoupSmart","Cincinnati, OH","Cincinnati","OH","{""Marketing Tech"",TMT}","2018-03-01",2018,5,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"54620-02","21638-35T","CoupSmart","Cincinnati, OH","Cincinnati","OH","{""Marketing Tech"",TMT}","2010-07-01",2010,1,,,"Angel (individual)",,,,,,"{51256-90}","{""Queen City Angels""}","{51256-90-None}","{NULL}","{}","{}"
"63822-97","133877-53T","Ten Thirty One Productions","Sherman Oaks, CA","ShermanOaks","CA","{TMT}","2018-10-01",2018,3,,,"Buyout/LBO",,,,100,2,"{163509-13,108036-19}","{""Eldridge (Greenwich)"",""Thirteenth Floor Entertainment Group""}","{163509-13-None,108036-19-None}","{NULL,NULL}","{}","{}"
"63090-01","36327-88T","TEN-TEC","Sevierville, TN","Sevierville","TN","{Industrials,Manufacturing}","2014-05-12",2014,1,,,"Merger/Acquisition",,,,100,1,"{65736-01}","{""RF Concepts""}","{""65736-01-Steve Farkas""}","{""Steve Farkas""}","{}","{}"
"148966-84","65034-55T","Tennessee Urgent Care Associates","Nashville, TN","Nashville","TN","{}","2011-10-15",2011,1,,,"Buyout/LBO",,,,100,6,"{10945-54,11134-00,124050-70,122215-51,11292-49,12362-23}","{""Altaris Capital Partners"",""CCMP Capital Advisors"",""MMC Health Services"",""Morgan Stanley Expansion Capital"",""Salix Ventures"",""U.S. HealthWorks""}","{10945-54-None,11134-00-None,124050-70-None,122215-51-None,11292-49-None,""12362-23-Gregory Marotta""}","{NULL,NULL,NULL,NULL,NULL,""Gregory Marotta""}","{11564-20F,10959-04F,16019-74F,11260-09F}","{""Altaris Health Partners II"",""CCMP Capital Investors II"",""Morgan Stanley Expansion Capital VII"",""Salix Ventures II""}"
"229113-73","106570-81T","Tennessee Valley Recycling","Decatur, AL","Decatur","AL","{Industrials}","2017-11-09",2017,2,,,"Merger/Acquisition",,,,100,1,"{106902-64}","{""SA Recycling""}","{""106902-64-Tom Knippel""}","{""Tom Knippel""}","{}","{}"
"57831-58","69532-12T","Tenth Revolution Group","New York, NY","NewYork","NY","{}","2016-04-28",2016,2,,,"Buyout/LBO",,285.71,,100,1,"{10051-21}","{""TPG (NAS: TPG)""}","{10051-21-None}","{NULL}","{14824-36F}","{""TPG Growth Fund III""}"
"468902-98","174686-41T","Tenth Street Animal Hospital","Greenville, NC","Greenville","NC","{""LOHAS & Wellness""}","2019-06-18",2019,1,,,"Buyout/LBO",,,,100,2,"{41691-43,99090-10}","{""Shore Capital Partners"",""Southern Veterinary Partners""}","{""41691-43-Michael Cooper"",99090-10-None}","{""Michael Cooper"",NULL}","{14585-32F}","{""Shore Capital Partners Fund I""}"
"95142-16","140195-62T","Tenzer Greenblatt","New York, NY","NewYork","NY","{}","2000-01-31",2000,1,,,"Merger/Acquisition",,,,100,1,"{10159-66}","{""Blank Rome""}","{10159-66-None}","{NULL}","{}","{}"
"187924-15","95509-36T","Tepel Brothers Printing","Troy, MI","Troy","MI","{Industrials}","2017-10-09",2017,1,,,"Merger/Acquisition",,,,100,1,"{56432-80}","{""The Vomela Companies""}","{""56432-80-Mark Auth""}","{""Mark Auth""}","{}","{}"
